specimen_id	instance	variant	node_type	spec.bit	readback.tsv	checkpoint
SLICE_X9Y25_ce_tied	SLICE_X9Y25	ce_tied	implementation	75e80aa301ea1363cb5d332964f9df7819751e225c690cb398b96ebaab348018	c5c9851639ee58687524755bd2f4f3693cf93ee7c39169bfbb65ffb700e7b841	60c2deb6e07de71011dda33c314df526ca3918eb7075f1c50ec861114de0a816
SLICE_X9Y25_clkinv	SLICE_X9Y25	clkinv	implementation	68bf5c5d74ad1036b04642405e42efdc95956ae819b6be0d7bce122b32385ac9	373a53356493614a63e30dd030fd2fc1734e0b7a4bd2fd33c9c793bcb8cffb8c	9a07c1a51396f4878ffb07661a4806a5c4005bed8bfeec570f3727aeb1a24cad
SLICE_X9Y25_latch	SLICE_X9Y25	latch	implementation	11df980fb2148ab09c38fc307585220e2d9c194075a616fefe498b6de55b7461	38a9ab34c0b44e63d40a478dce1189c8451903743c207e53e4b7e07707317c6b	807f7cadcff85e603575e64026cc27a875827c1c7ba0dae981665c134bf402ae
SLICE_X9Y25_latch_base	SLICE_X9Y25	latch_base	implementation	b94295f4e58ce1fd4ad31b12701ce07c6aa788b09bd2978109f1805d210f2bfb	57b55c42d24485b1e40a03d8971e486cd8ee56ddb0bdaca99d1ce344d7ce9d2c	cb5559b6717423ae5b258ec6693c3df69dece24a24d4c1f5aab5a1a3a86f7ee2
SLICE_X9Y25_sr_tied	SLICE_X9Y25	sr_tied	implementation	4e0d86c0c93c03805f388894d6425d29f5ebae33366a08bec78f9dbe34492480	6b3501ad1a58a89714a663d78be459ce2be5483414489efebc0cf39a7f078311	42c3ee943d28eb352d81a3f38445aaa2574c01cdc4f7f457f9da300ceac20f22
SLICE_X9Y25_zini_A5FF	SLICE_X9Y25	zini_A5FF	derived	ae42b5620c39bd5dcdb664cdeff5b743f61866d3be0663fc4b9d727acceea5c9	3b9e1ad08f0dc82f322b9c36d40de86d3c27476135e6843a924f2ce1fc63257f	2bbb6b8fd0e4ba33887fb359f45b5ebf74fe39eacac041ca774ae86cf7288f57
SLICE_X9Y25_zini_AFF	SLICE_X9Y25	zini_AFF	derived	0ed398399ad134234638dd8cef5443b19188c1ec3191b833d53a376dab034123	2f780db453d37915ce51bdfc97b9122f5bad2eca0fed846409a22069d93a0141	f9dac6da542f30ef335c48d37134b97bf66ae8b91473714dcdba2a3590e1e43f
SLICE_X9Y25_zini_B5FF	SLICE_X9Y25	zini_B5FF	derived	feaeb6af7a5d1a363608cdc9cd82528b9b7d1095e90487d8f545c241b62f263e	16276eb3a5ae6dc85811481835b2eddaccd93aeb2335100b6f5137ad5fb04c19	8d8cf44493267cecbd128ec9b53e092dda522f2dd2d4528b79e77478a90fff35
SLICE_X9Y25_zini_BFF	SLICE_X9Y25	zini_BFF	derived	dd257795b309c5dd9a9dd83e7801bc59cb78ee8bf2913022c669fe5296828c6f	7c4b513f908394e6075da0550be38e2786f0abdadb937c480759a8c85d765e5f	55bfa1d723acc9e1ef676e78307e1395c15dfd074ab43ab1c538aba2d927cc3b
SLICE_X9Y25_zini_C5FF	SLICE_X9Y25	zini_C5FF	derived	486f04553498fc761d8621cacac75e8eb3f4bee343616878e5cdb824d62def8d	d4d35a61db9826c0382cb584ed0505e9164ffe871c5c5769c24f823adf0c8a10	a68218d5fccaa9d69d0abc887ef528e9bd8dc81cbd07adb4a3e82baea0791610
SLICE_X9Y25_zini_CFF	SLICE_X9Y25	zini_CFF	derived	1c626780dd0be3ec964701cf4e1b6e86de7073871092d9d761d74f9970fc753a	aa225e4b28cfc7d8598ff0896a41f7736fc132268a4a01f28dd761fa67d5282d	9fe67a9092af261dfdd2448b098e6a2028fe777cee7e7f47e1d476c5ea0a1ec6
SLICE_X9Y25_zini_D5FF	SLICE_X9Y25	zini_D5FF	derived	90a86757d712a52d405241c35d88a81a02402314f5fe2fcb771f3df30829b072	0067b7ee4e3f4d4a3d5d7a09798cbf7e86ea8b761de33eeb45f3d12d0c2940e7	12079af235f59c11209d779194b2b4d8991e01eb61f1561af3c060af3551ecb7
SLICE_X9Y25_zini_DFF	SLICE_X9Y25	zini_DFF	derived	dc3a493e28db2ef1d81dc81190b1981bfb8b6e373783adb59c3385f1ce0fe852	f77a1bfff9bc08acc6e369f31ec339e13e3edfafffc72f94849596d5924aa53c	b400c48742feac6614ffd6e2b0524ebe8c5ee5a6ea07622dcd4fd7fd1e47369b
SLICE_X9Y25_zrst_A5FF	SLICE_X9Y25	zrst_A5FF	implementation	7ddfb212ec25f632358d4023d7ee462f9737156a70d96846d12a9890ab823fd1	55b1d7cac181a77c7231ccf31de5869547cc9371bb99d89f7a91d030f4a7f4b6	da8c0e65c6e4d9aa9b11d68759f37284908994536404fafbf2e989d06fdd8520
SLICE_X9Y25_zrst_AFF	SLICE_X9Y25	zrst_AFF	implementation	24fc05f93cada8fb1eca566f317c87be5ce87e22ee447566fbc9a67dab33f2f1	0cd28001765821bc04c0b479ac4efcdea0f9c6ac359cffee4cff405c496ab6d9	492752d75d5b909882c67dfd195a7ad98cf74fc2de52867f7e4a90452297c28c
SLICE_X9Y25_zrst_B5FF	SLICE_X9Y25	zrst_B5FF	implementation	9f691b63e3fe12ecf8a8774d3bbddb6d87908d12205b7b953f3a886602b14d4e	dcbeb7ae06090e4b265c844c69c7f980eb4b745f6d049f7312d2916ffaa5fc97	32e4c3e4cbde69b08688cbef10b190ab720f61ac6f261ae7724926c2f51f3d89
SLICE_X9Y25_zrst_BFF	SLICE_X9Y25	zrst_BFF	implementation	90a2884ebcec60241bf9c485546bbc23df2a9c2d2a9f49c1412d8ce676417589	9a304e40513c2a1ff472f69ed71e9da94c7b869b58ddc7a6d827b6f6b96eefb7	80b226b1b2947b05b92d34b6c327d8e8efe0fe2afc58f204d9c9aaff9cabc428
SLICE_X9Y25_zrst_C5FF	SLICE_X9Y25	zrst_C5FF	implementation	9ca8e92416d87f9ae4f3653552668c6a5b5d2a9f60ad6eecd4af70003e02a247	9be365ecb12537aac4a7a8776678bd18f83bef629d5ed8a3340b3b9ed6d17ab8	ba78c7a4331a97138aa42a32868017611f7d9378c5f1a668e458f052a2492911
SLICE_X9Y25_zrst_CFF	SLICE_X9Y25	zrst_CFF	implementation	1a763398face3ab62787535539873b2202560743146524273af4ecc3cde09850	85ea5e9cbd88912562942e47800c14ce4647c41e66c967e46d3b3e1532715f76	1f1ddb7862b6ca186a6e3fe3fc56b7438d04d74f0c28345f296cc9140153183d
SLICE_X9Y25_zrst_D5FF	SLICE_X9Y25	zrst_D5FF	implementation	a1568a669983bb90d36fd22438054e238bb7e6d6e3b6b65da217eae29cc48707	48413f57ddf0a749ddd6680cef177c2af8f915bd0ddbd111a14928c7090bf56c	25a4d6a3c0fdef6f41417b58a9dba8eb85565468b1405189b09925a156d8efed
SLICE_X9Y25_zrst_DFF	SLICE_X9Y25	zrst_DFF	implementation	15f70d1e40c531f5804bbff13d1a41b356ee3690f48f55ad77116d6a278231ab	245e8d9c4884c476bf9393bccd1abdd36ee376d1d62cb9871df1aab647d7ca01	b2b200dc90421e1a3d6376173f1e6c8eee1e03e55571e91209acb9a357998931
